timestamp,x,y,z,label
0.6112,99,-52,-213,jump
0.6688,96,-58,-229,jump
0.727,114,-94,-197,jump
0.7867,106,-105,-179,jump
0.8461,125,-120,-193,jump
0.9057,110,-131,-186,jump
0.9651,103,-139,-177,jump
1.0246,103,-160,-166,jump
1.084,113,-134,-168,jump
1.1435,125,-154,-174,jump
1.2031,108,-132,-163,jump
1.2626,104,-124,-180,jump
1.3221,128,-113,-200,jump
1.3807,127,-90,-203,jump
1.4403,118,-101,-182,jump
1.4986,124,-55,-211,jump
1.5573,130,-31,-231,jump
1.6156,124,-39,-237,jump
1.6742,108,-14,-224,jump
1.7327,105,-23,-214,jump
1.7891,108,0,-227,jump
1.8456,113,5,-227,jump
1.9029,122,30,-238,jump
1.9591,70,63,-224,jump
2.0155,86,43,-230,jump
2.0718,61,61,-241,jump
2.1283,71,66,-224,jump
2.1846,78,78,-245,jump
2.241,78,82,-238,jump
2.2975,69,82,-221,jump
2.3538,67,79,-212,jump
2.4102,76,79,-233,jump
2.4667,77,80,-239,jump
2.5229,85,77,-234,jump
2.5792,77,71,-212,jump
2.6355,76,73,-216,jump
2.6921,84,72,-236,jump
2.7485,86,76,-231,jump
2.8048,85,73,-226,jump
2.8612,76,75,-225,jump
2.9176,83,74,-233,jump
2.974,83,72,-231,jump
0.0234,90,68,-229,jump
0.0797,91,68,-226,jump
0.1361,91,69,-228,jump
0.1929,89,68,-227,jump
0.2489,91,67,-230,jump
0.3054,94,68,-234,jump
0.3619,95,62,-245,jump
0.4191,106,50,-236,jump
0.4767,128,23,-235,jump
0.534,121,-6,-219,jump
0.5924,141,-30,-221,jump
0.6509,134,-66,-191,jump
0.7105,145,-110,-160,jump
0.7699,146,-113,-159,jump
0.8295,148,-135,-145,jump
0.889,154,-145,-135,jump
0.9485,149,-144,-127,jump
1.0079,138,-158,-127,jump
1.0673,155,-157,-137,jump
1.127,142,-164,-131,jump
1.1864,135,-164,-129,jump
1.246,129,-171,-124,jump
1.3055,149,-157,-137,jump
1.3649,135,-164,-125,jump
1.4245,143,-155,-146,jump
1.4841,147,-160,-142,jump
1.5435,140,-141,-137,jump
1.6031,138,-155,-137,jump
1.6626,137,-133,-147,jump
1.7222,139,-146,-148,jump
1.7818,160,-106,-188,jump
1.8401,145,-75,-184,jump
1.8988,154,-91,-190,jump
1.9571,135,-18,-203,jump
2.0156,150,-67,-206,jump
2.0741,137,-16,-209,jump
2.1324,140,-41,-198,jump
2.1899,131,-9,-212,jump
2.2463,116,1,-203,jump
2.3037,134,13,-246,jump
2.361,103,24,-220,jump
2.4186,123,34,-227,jump
2.476,111,49,-232,jump
2.5334,110,42,-233,jump
2.5909,105,46,-220,jump
2.6471,95,48,-207,jump
2.7048,107,65,-235,jump
2.762,103,66,-237,jump
2.8183,98,72,-226,jump
2.8748,97,75,-217,jump
2.932,104,76,-231,jump
2.9896,101,75,-226,jump
0.0581,113,58,-221,jump
0.1158,113,57,-219,jump
0.173,114,57,-222,jump
0.2305,114,57,-222,jump
0.2879,115,58,-221,jump
0.3453,114,57,-220,jump
0.4029,117,55,-223,jump
0.4602,117,56,-223,jump
0.5178,138,61,-255,jump
0.5751,131,50,-219,jump
0.6335,166,-14,-275,jump
0.692,119,-60,-167,jump
0.7515,111,-120,-125,jump
0.8087,99,-174,-79,jump
0.8682,164,-144,-157,jump
0.9277,140,-124,-137,jump
0.9873,155,-140,-153,jump
1.0457,106,-27,-121,jump
1.1033,143,-6,-200,jump
1.1609,127,82,-272,jump
1.219,123,104,-268,jump
1.2768,127,97,-254,jump
1.333,77,74,-192,jump
1.3892,86,75,-194,jump
1.4458,90,83,-224,jump
1.5031,114,89,-253,jump
1.5595,98,81,-221,jump
1.6159,89,72,-199,jump
1.6721,93,81,-209,jump
1.7296,113,86,-237,jump
1.787,101,84,-226,jump
1.8433,96,81,-209,jump
1.9008,100,80,-214,jump
1.9582,109,84,-228,jump
2.0157,100,79,-220,jump
2.072,97,80,-212,jump
2.1295,104,82,-217,jump
2.1869,106,83,-225,jump
2.2443,101,81,-217,jump
2.3019,101,81,-216,jump
2.3592,103,84,-220,jump
2.4168,102,85,-219,jump
2.474,104,82,-218,jump
2.5316,102,78,-213,jump
2.5891,103,79,-217,jump
2.6463,105,83,-221,jump
2.7038,106,84,-222,jump
2.7612,103,82,-218,jump
2.8186,104,80,-215,jump
2.8762,105,82,-220,jump
2.9338,106,81,-217,jump
2.9911,109,84,-218,jump
0.0548,95,37,-234,duck
0.1117,95,36,-230,duck
0.1687,96,35,-233,duck
0.2257,98,38,-234,duck
0.2823,94,36,-231,duck
0.3392,95,38,-231,duck
0.3961,96,36,-231,duck
0.4529,90,35,-226,duck
0.5108,125,30,-231,duck
0.5688,139,33,-222,duck
0.6268,157,37,-206,duck
0.6848,185,19,-198,duck
0.7429,160,10,-175,duck
0.8009,191,-9,-173,duck
0.8602,203,-15,-134,duck
0.9192,236,-19,-134,duck
0.9772,232,-21,-91,duck
1.0352,240,-19,-84,duck
1.0932,258,-34,-90,duck
1.1512,234,-26,-81,duck
1.2091,244,-30,-97,duck
1.2683,229,-28,-105,duck
1.3273,238,-39,-119,duck
1.3864,230,-24,-118,duck
1.4455,225,-19,-126,duck
1.5047,224,-13,-142,duck
1.5636,204,-13,-164,duck
1.6227,187,-14,-176,duck
1.6797,161,6,-195,duck
1.7388,155,-10,-203,duck
1.7959,164,5,-211,duck
1.8529,136,9,-210,duck
1.9108,134,13,-212,duck
1.9689,125,48,-225,duck
2.0271,105,19,-224,duck
2.0851,112,25,-237,duck
2.1421,95,25,-229,duck
2.199,93,26,-229,duck
2.256,88,27,-239,duck
2.3129,83,33,-245,duck
2.37,71,33,-241,duck
2.4269,49,26,-238,duck
2.4837,59,24,-255,duck
2.5407,50,39,-249,duck
2.5978,41,43,-253,duck
2.6548,31,37,-235,duck
2.7118,30,34,-249,duck
2.7688,32,37,-248,duck
2.8257,37,39,-252,duck
2.8827,24,33,-242,duck
2.9398,25,34,-254,duck
2.9968,37,41,-250,duck
1.0971,101,54,-239,duck
1.155,104,51,-230,duck
1.213,136,46,-229,duck
1.2711,127,36,-203,duck
1.3291,173,31,-201,duck
1.3874,187,23,-189,duck
1.4444,199,9,-168,duck
1.5025,205,-1,-146,duck
1.5605,212,-4,-134,duck
1.6196,240,-14,-120,duck
1.6776,238,-18,-93,duck
1.7356,246,-16,-80,duck
1.7936,257,-16,-68,duck
1.8516,248,-19,-51,duck
1.9095,255,-27,-55,duck
1.9674,254,-29,-51,duck
2.0255,256,-32,-50,duck
2.0835,254,-26,-48,duck
2.1414,255,-30,-46,duck
2.1994,254,-28,-49,duck
0.0514,2,46,-247,duck
0.1067,2,45,-249,duck
0.1621,1,48,-248,duck
0.2173,2,48,-248,duck
0.2723,0,47,-246,duck
0.3275,2,49,-249,duck
0.3826,2,51,-248,duck
0.438,6,42,-247,duck
0.4942,24,50,-249,duck
0.5505,22,46,-249,duck
0.6066,29,47,-247,duck
0.6631,36,43,-241,duck
0.7192,44,40,-243,duck
0.7754,64,43,-248,duck
0.8318,65,40,-239,duck
0.888,74,41,-237,duck
0.9442,90,37,-231,duck
1.0015,102,36,-224,duck
1.0577,97,34,-235,duck
1.114,99,34,-231,duck
1.1711,104,35,-226,duck
1.2283,101,34,-230,duck
1.2858,110,33,-223,duck
1.3422,64,37,-238,duck
1.3982,60,36,-252,duck
1.4546,29,36,-241,duck
1.5111,18,44,-253,duck
1.5673,21,42,-251,duck
1.6244,-20,34,-252,duck
1.6818,-26,35,-238,duck
1.7392,-28,38,-246,duck
1.7963,-54,40,-251,duck
1.8534,-58,40,-248,duck
1.9107,-55,39,-239,duck
1.9682,-61,42,-238,duck
2.0254,-68,43,-253,duck
2.0826,-58,42,-222,duck
2.1399,-71,28,-230,duck
2.1972,-62,28,-240,duck
2.2543,-65,26,-236,duck
2.3116,-61,30,-233,duck
2.3689,-64,34,-245,duck
2.4262,-60,36,-245,duck
2.4836,-61,33,-239,duck
2.541,-61,34,-241,duck
2.5983,-62,35,-246,duck
2.6556,-61,33,-241,duck
2.7131,-55,36,-239,duck
2.7703,-60,34,-244,duck
2.8276,-54,40,-243,duck
2.8849,-58,36,-237,duck
2.9421,-52,37,-243,duck
2.9995,-53,37,-242,duck
0.0243,-18,43,-244,duck
0.0816,-17,47,-248,duck
0.1391,-18,47,-246,duck
0.1964,-17,46,-244,duck
0.254,-15,48,-246,duck
0.3112,-11,46,-243,duck
0.3665,9,56,-250,duck
0.4217,7,43,-246,duck
0.4781,33,52,-233,duck
0.5343,72,59,-245,duck
0.5904,81,52,-237,duck
0.647,74,54,-237,duck
0.7031,88,48,-230,duck
0.7603,103,53,-229,duck
0.8174,107,46,-225,duck
0.8748,116,44,-219,duck
0.932,113,41,-230,duck
0.9894,115,41,-216,duck
1.0466,117,42,-224,duck
1.1038,118,40,-227,duck
1.1611,124,41,-216,duck
1.2185,122,41,-225,duck
1.2757,122,44,-227,duck
1.333,130,42,-216,duck
1.3903,127,40,-218,duck
1.4474,128,41,-217,duck
1.5047,126,41,-218,duck
1.5619,124,36,-211,duck
1.6192,117,38,-223,duck
1.6765,126,39,-235,duck
1.733,77,37,-241,duck
1.7891,89,49,-243,duck
1.8453,60,44,-243,duck
1.9017,81,45,-238,duck
1.9578,32,41,-247,duck
2.013,6,42,-247,duck
2.0682,1,42,-247,duck
2.1246,-7,43,-243,duck
2.182,-10,45,-251,duck
2.2391,-15,44,-246,duck
2.2964,-24,51,-238,duck
2.354,-40,39,-241,duck
2.4109,-43,41,-245,duck
2.4683,-45,43,-243,duck
2.5256,-47,40,-238,duck
2.5831,-44,38,-241,duck
2.6402,-50,38,-243,duck
2.6973,-49,40,-243,duck
2.7547,-45,41,-243,duck
2.8119,-46,40,-241,duck
2.8694,-47,41,-248,duck
2.9265,-46,39,-239,duck
2.9841,-44,39,-242,duck
0.0697,-4,42,-252,duck
0.1258,-1,38,-242,duck
0.1832,-15,39,-249,duck
0.2394,-5,43,-248,duck
0.2958,-5,40,-244,duck
0.3521,-9,42,-246,duck
0.4095,-11,41,-246,duck
0.4658,14,41,-258,duck
0.5221,69,42,-238,duck
0.5784,94,44,-229,duck
0.6355,119,50,-228,duck
0.6928,113,49,-229,duck
0.7501,112,48,-227,duck
0.8074,118,47,-217,duck
0.8647,131,37,-220,duck
0.922,136,40,-210,duck
0.9793,147,42,-210,duck
1.0366,149,42,-195,duck
1.0938,148,41,-206,duck
1.1511,149,42,-205,duck
1.2083,155,42,-203,duck
1.2655,153,43,-199,duck
1.3229,157,43,-200,duck
1.3801,156,43,-198,duck
1.4375,152,45,-201,duck
1.4947,152,43,-200,duck
1.552,153,45,-206,duck
1.6091,156,43,-198,duck
1.6666,151,47,-202,duck
1.7238,149,47,-201,duck
1.781,140,46,-208,duck
1.8384,122,39,-220,duck
1.8957,103,42,-220,duck
1.952,82,44,-243,duck
2.0082,46,50,-243,duck
2.0646,28,50,-258,duck
2.1206,13,41,-248,duck
2.1781,-11,40,-248,duck
2.2354,-15,43,-243,duck
2.2915,-9,44,-240,duck
2.3489,-29,48,-251,duck
2.4062,-27,49,-247,duck
2.4636,-24,47,-242,duck
2.5208,-36,45,-244,duck
2.5781,-38,27,-239,duck
2.6356,-32,52,-250,duck
2.6927,-35,54,-250,duck
2.75,-39,49,-240,duck
2.8074,-39,49,-243,duck
2.8648,-28,51,-250,duck
2.922,-27,52,-241,duck
2.9793,-26,51,-243,duck
0.052,39,56,-244,duck
0.1086,39,54,-245,duck
0.1651,38,53,-245,duck
0.2215,56,57,-240,duck
0.2781,53,57,-244,duck
0.3346,52,52,-235,duck
0.3911,59,58,-241,duck
0.4476,60,56,-240,duck
0.5041,79,54,-234,duck
0.5606,80,53,-233,duck
0.6171,82,54,-238,duck
0.6735,89,46,-233,duck
0.7301,92,46,-229,duck
0.7862,92,43,-229,duck
0.8427,93,48,-234,duck
0.8991,98,46,-229,duck
0.9566,101,45,-231,duck
1.0139,100,47,-231,duck
1.0704,99,44,-230,duck
1.1268,99,45,-231,duck
1.1831,98,47,-231,duck
1.2394,99,45,-229,duck
1.2969,105,40,-225,duck
1.3534,74,49,-239,duck
1.41,78,48,-245,duck
1.4661,65,51,-241,duck
1.5226,65,55,-239,duck
1.5789,42,48,-241,duck
1.6354,18,41,-242,duck
1.6919,15,51,-249,duck
1.7472,4,35,-219,duck
1.8046,-25,54,-260,duck
1.8621,-14,55,-251,duck
1.9195,-30,58,-233,duck
1.9771,-36,53,-245,duck
2.0345,-46,49,-245,duck
2.092,-37,47,-240,duck
2.1495,-50,53,-247,duck
2.2071,-51,52,-241,duck
2.2645,-47,51,-242,duck
2.322,-50,50,-241,duck
2.3795,-46,53,-242,duck
2.437,-47,51,-244,duck
2.4943,-36,53,-243,duck
2.552,-42,51,-242,duck
2.6094,-40,53,-242,duck
2.6671,-41,52,-241,duck
2.7244,-39,54,-245,duck
2.782,-39,53,-242,duck
2.8394,-39,52,-245,duck
2.897,-39,55,-242,duck
2.9543,-38,53,-243,duck
3.0119,-36,52,-240,duck
0.0607,-31,48,-244,duck
0.1179,-35,49,-244,duck
0.1751,-31,48,-244,duck
0.2324,-34,49,-245,duck
0.2896,-36,47,-245,duck
0.3471,-24,44,-241,duck
0.4043,-21,46,-245,duck
0.4594,2,48,-251,duck
0.5146,8,46,-255,duck
0.5706,25,43,-241,duck
0.6271,44,43,-241,duck
0.6831,56,40,-250,duck
0.7393,63,41,-239,duck
0.7955,64,38,-238,duck
0.8517,78,37,-240,duck
0.9082,87,32,-234,duck
0.9641,97,34,-235,duck
1.0214,103,36,-233,duck
1.0788,110,35,-227,duck
1.1362,117,36,-224,duck
1.1934,119,30,-222,duck
1.2505,125,33,-218,duck
1.3079,131,35,-220,duck
1.3651,135,33,-215,duck
1.4224,131,33,-214,duck
1.4797,139,35,-219,duck
1.5371,135,34,-213,duck
1.5943,135,35,-215,duck
1.6515,130,32,-217,duck
1.7087,118,36,-221,duck
1.7662,127,33,-221,duck
1.8233,125,36,-224,duck
1.8806,116,36,-227,duck
1.938,104,34,-244,duck
1.9942,84,44,-235,duck
2.0502,61,44,-238,duck
2.1066,33,43,-248,duck
2.1628,39,40,-247,duck
2.2191,-1,34,-245,duck
2.2753,-5,34,-246,duck
2.3325,-14,35,-247,duck
2.3897,-37,32,-244,duck
2.4471,-34,33,-249,duck
2.5043,-34,27,-240,duck
2.5614,-44,28,-238,duck
2.6188,-31,34,-236,duck
2.6762,-35,35,-245,duck
2.7332,-28,37,-245,duck
2.7906,-28,30,-244,duck
2.8478,-26,36,-240,duck
2.9052,-31,33,-250,duck
2.9624,-31,34,-247,duck
0.0614,-8,43,-246,duck
0.1177,-3,43,-250,duck
0.1739,-5,40,-247,duck
0.2299,-6,43,-247,duck
0.2862,-4,41,-248,duck
0.3427,-5,41,-244,duck
0.3989,-1,44,-248,duck
0.4549,13,42,-238,duck
0.5112,28,45,-254,duck
0.5674,34,41,-241,duck
0.6235,52,50,-240,duck
0.6797,79,50,-245,duck
0.7361,86,39,-233,duck
0.7924,97,49,-239,duck
0.8497,107,41,-226,duck
0.9071,115,40,-224,duck
0.9644,119,41,-221,duck
1.0218,124,40,-223,duck
1.079,123,37,-219,duck
1.1362,136,37,-215,duck
1.1937,100,35,-230,duck
1.2508,100,41,-238,duck
1.3072,84,44,-234,duck
1.3634,84,36,-234,duck
1.4198,51,38,-250,duck
1.4759,73,42,-245,duck
1.5311,8,33,-240,duck
1.5874,-6,35,-244,duck
1.6447,-11,31,-238,duck
1.702,-28,37,-248,duck
1.7592,-13,38,-246,duck
1.8165,-14,38,-247,duck
1.8738,-35,39,-248,duck
1.9309,-30,36,-243,duck
1.9883,-46,38,-242,duck
2.0457,-47,37,-244,duck
2.1028,-40,40,-241,duck
2.16,-38,34,-244,duck
2.2173,-42,37,-246,duck
2.2748,-42,38,-245,duck
2.3319,-34,39,-248,duck
2.3892,-34,39,-246,duck
2.4464,-33,41,-244,duck
2.5038,-34,41,-247,duck
2.5609,-33,39,-246,duck
2.6182,-30,42,-249,duck
2.6755,-24,41,-244,duck
2.7329,-29,40,-245,duck
2.79,-27,42,-244,duck
2.8473,-28,41,-247,duck
2.9046,-28,41,-245,duck
2.9616,-28,40,-247,duck
0.0508,1,16,-252,duck
0.106,2,19,-250,duck
0.1613,2,20,-251,duck
0.2162,2,16,-251,duck
0.2715,4,20,-251,duck
0.3266,1,18,-249,duck
0.3818,3,19,-253,duck
0.4369,3,18,-247,duck
0.4923,1,16,-252,duck
0.5483,-7,18,-243,duck
0.6044,41,18,-251,duck
0.6608,38,17,-243,duck
0.717,36,21,-245,duck
0.7734,43,20,-250,duck
0.8296,68,19,-243,duck
0.8859,87,24,-243,duck
0.9422,98,21,-238,duck
0.9996,110,22,-231,duck
1.0573,101,18,-231,duck
1.1145,111,19,-230,duck
1.172,116,22,-230,duck
1.2293,106,23,-230,duck
1.2857,93,19,-234,duck
1.3422,66,19,-243,duck
1.3983,47,29,-248,duck
1.4548,32,20,-246,duck
1.5113,24,19,-243,duck
1.5676,-1,12,-250,duck
1.6249,-11,15,-249,duck
1.6824,-18,21,-255,duck
1.7398,-31,19,-241,duck
1.7972,-58,12,-244,duck
1.8544,-46,18,-249,duck
1.9118,-47,21,-244,duck
1.9691,-62,17,-238,duck
2.0266,-63,17,-244,duck
2.084,-55,20,-241,duck
2.1414,-54,23,-243,duck
2.1987,-53,21,-242,duck
2.2563,-56,21,-246,duck
2.3134,-50,23,-247,duck
2.3708,-48,20,-243,duck
2.4281,-47,22,-245,duck
2.4855,-53,23,-243,duck
2.5429,-44,20,-246,duck
2.6004,-46,22,-245,duck
2.6576,-40,23,-243,duck
2.715,-45,25,-243,duck
2.7723,-41,28,-259,duck
2.8298,-33,20,-233,duck
2.8872,-49,21,-245,duck
2.9444,-40,27,-249,duck
3.0019,-39,25,-247,duck
0.0625,-18,30,-249,duck
0.1199,-16,30,-248,duck
0.1774,-17,32,-249,duck
0.2348,-17,31,-247,duck
0.2923,-15,31,-248,duck
0.3497,-15,31,-247,duck
0.4071,-16,32,-244,duck
0.4635,10,33,-245,duck
0.5188,0,32,-239,duck
0.5752,70,37,-253,duck
0.6316,96,28,-242,duck
0.6889,117,26,-225,duck
0.7462,129,18,-210,duck
0.8036,168,23,-224,duck
0.8608,151,14,-196,duck
0.9171,143,6,-213,duck
0.9734,158,2,-200,duck
1.0295,172,5,-192,duck
1.087,166,10,-200,duck
1.1443,159,12,-203,duck
1.2017,157,11,-202,duck
1.2591,147,10,-207,duck
1.3166,148,11,-209,duck
1.3738,144,13,-213,duck
1.4311,119,15,-214,duck
1.4886,111,20,-229,duck
1.5461,109,25,-230,duck
1.6025,69,40,-251,duck
1.6586,56,32,-250,duck
1.715,20,15,-240,duck
1.7713,-7,23,-253,duck
1.8287,-41,35,-241,duck
1.886,-44,24,-246,duck
1.9434,-65,20,-232,duck
2.0007,-64,19,-233,duck
2.058,-67,31,-247,duck
2.1153,-61,23,-240,duck
2.1727,-68,21,-237,duck
2.2298,-64,23,-241,duck
2.287,-61,25,-242,duck
2.3443,-61,26,-241,duck
2.4017,-49,30,-240,duck
2.4589,-58,30,-250,duck
2.5161,-58,26,-237,duck
2.5736,-50,30,-243,duck
2.6306,-49,31,-243,duck
2.6879,-51,30,-245,duck
2.7455,-46,34,-241,duck
2.8026,-50,32,-250,duck
2.86,-47,31,-236,duck
2.9173,-47,33,-244,duck
2.9745,-45,34,-249,duck
0.0656,5,44,-248,duck
0.121,5,42,-249,duck
0.1763,3,45,-249,duck
0.2315,4,43,-251,duck
0.2868,0,42,-248,duck
0.3423,0,42,-247,duck
0.3984,40,41,-240,duck
0.4547,65,44,-239,duck
0.5113,88,42,-242,duck
0.5674,82,38,-235,duck
0.6237,92,34,-235,duck
0.6813,101,32,-228,duck
0.7384,121,29,-224,duck
0.7958,130,32,-221,duck
0.8532,126,30,-218,duck
0.9104,130,28,-220,duck
0.9678,134,30,-218,duck
1.0252,136,28,-211,duck
1.0826,138,27,-215,duck
1.1399,137,27,-213,duck
1.1973,139,29,-212,duck
1.2546,140,30,-211,duck
1.312,137,28,-214,duck
1.3693,136,29,-212,duck
1.4266,132,31,-217,duck
1.4841,121,29,-219,duck
1.5415,114,39,-228,duck
1.5991,108,36,-230,duck
1.6554,93,44,-229,duck
1.7117,45,38,-247,duck
1.7683,35,35,-262,duck
1.8245,19,40,-242,duck
1.8798,3,42,-254,duck
1.9364,-2,39,-249,duck
1.9935,-16,37,-248,duck
2.051,-33,32,-238,duck
2.1082,-58,40,-242,duck
2.1656,-59,34,-245,duck
2.2232,-54,38,-246,duck
2.2804,-54,36,-241,duck
2.3376,-57,36,-241,duck
2.3952,-50,40,-250,duck
2.4524,-35,38,-246,duck
2.5097,-38,36,-242,duck
2.5672,-36,39,-244,duck
2.6244,-39,39,-246,duck
2.6819,-41,39,-241,duck
2.7391,-11,44,-242,duck
2.7965,-27,40,-255,duck
2.8541,-30,40,-240,duck
2.9113,-27,43,-244,duck
2.9688,-34,40,-252,duck
0.0349,39,26,-248,duck
0.0912,40,24,-247,duck
0.1476,41,25,-249,duck
0.2039,42,24,-247,duck
0.2602,40,26,-248,duck
0.3166,43,26,-246,duck
0.3729,45,28,-236,duck
0.4294,62,30,-243,duck
0.4857,66,31,-246,duck
0.5419,74,33,-243,duck
0.5984,88,30,-238,duck
0.6558,100,32,-234,duck
0.7134,117,33,-234,duck
0.7706,111,28,-231,duck
0.828,121,28,-220,duck
0.8854,126,28,-219,duck
0.9427,122,26,-223,duck
1.0003,125,28,-220,duck
1.0576,124,29,-222,duck
1.1151,124,27,-222,duck
1.1725,126,28,-221,duck
1.2299,120,31,-227,duck
1.2864,95,33,-235,duck
1.3437,112,29,-232,duck
1.4,81,34,-250,duck
1.4564,54,40,-251,duck
1.5129,16,23,-245,duck
1.5704,-20,15,-246,duck
1.6277,-32,17,-256,duck
1.685,-26,22,-246,duck
1.7423,-22,21,-242,duck
1.7997,-52,19,-249,duck
1.8574,-69,32,-246,duck
1.9144,-67,17,-238,duck
1.9718,-82,16,-239,duck
2.029,-75,18,-240,duck
2.0865,-70,20,-239,duck
2.1437,-73,18,-237,duck
2.201,-70,20,-242,duck
2.2585,-72,20,-238,duck
2.3156,-69,21,-239,duck
2.3727,-71,21,-239,duck
2.4303,-67,21,-239,duck
2.4874,-67,20,-242,duck
2.5448,-61,20,-237,duck
2.6023,-60,21,-238,duck
2.6595,-66,22,-248,duck
2.7167,-61,23,-239,duck
2.7739,-64,24,-239,duck
2.8314,-65,21,-245,duck
2.8887,-58,21,-241,duck
2.946,-63,22,-242,duck
3.0033,-57,24,-242,duck
0.0634,-13,37,-249,duck
0.1198,-3,37,-249,duck
0.1772,-14,37,-246,duck
0.2347,-11,38,-247,duck
0.2923,-12,37,-247,duck
0.3496,-21,35,-246,duck
0.406,13,39,-247,duck
0.4628,17,41,-252,duck
0.519,42,39,-248,duck
0.5754,53,38,-238,duck
0.6318,66,42,-241,duck
0.6893,102,47,-250,duck
0.7468,101,40,-231,duck
0.8042,107,31,-224,duck
0.8618,119,31,-223,duck
0.919,117,28,-228,duck
0.9764,118,29,-224,duck
1.0339,127,31,-221,duck
1.0912,127,28,-219,duck
1.1488,129,27,-220,duck
1.206,128,29,-219,duck
1.2635,129,24,-222,duck
1.3209,131,26,-212,duck
1.3782,140,23,-219,duck
1.4356,144,21,-209,duck
1.4929,137,19,-216,duck
1.5502,153,22,-200,duck
1.6078,152,18,-202,duck
1.6651,153,21,-208,duck
1.7224,151,20,-203,duck
1.7798,151,21,-210,duck
1.8372,154,21,-208,duck
1.8947,134,21,-222,duck
1.9518,124,23,-247,duck
2.0082,75,16,-248,duck
2.0648,39,22,-243,duck
2.121,22,14,-248,duck
2.1774,-1,12,-253,duck
2.2348,-31,18,-247,duck
2.2922,-35,16,-240,duck
2.3498,-59,16,-241,duck
2.4071,-69,20,-242,duck
2.4645,-55,16,-245,duck
2.5219,-54,16,-238,duck
2.5793,-47,17,-242,duck
2.6367,-58,20,-247,duck
2.6941,-55,17,-241,duck
2.7517,-50,21,-239,duck
2.8089,-54,18,-252,duck
2.8663,-51,19,-241,duck
2.9238,-53,22,-249,duck
2.9812,-45,22,-246,duck
0.043,6,35,-252,duck
0.0986,0,30,-249,duck
0.155,-1,33,-249,duck
0.2103,6,36,-248,duck
0.2655,0,35,-250,duck
0.3221,-3,31,-243,duck
0.3785,12,26,-242,duck
0.435,59,26,-249,duck
0.4913,93,28,-240,duck
0.548,99,35,-218,duck
0.6053,121,34,-231,duck
0.6629,121,26,-227,duck
0.7202,130,23,-215,duck
0.7776,144,22,-208,duck
0.8351,141,23,-219,duck
0.8925,136,23,-215,duck
0.9499,140,21,-210,duck
1.0072,139,22,-216,duck
1.0648,134,25,-215,duck
1.1223,134,26,-222,duck
1.1797,121,21,-217,duck
1.237,126,23,-219,duck
1.2947,124,27,-230,duck
1.3521,121,38,-229,duck
1.4084,79,30,-246,duck
1.4648,39,25,-247,duck
1.5214,46,42,-242,duck
1.5768,0,29,-254,duck
1.6333,-9,17,-232,duck
1.6909,-28,22,-243,duck
1.7482,-43,28,-246,duck
1.8059,-40,30,-248,duck
1.8632,-48,29,-247,duck
1.9208,-46,30,-241,duck
1.9782,-42,32,-243,duck
2.0357,-43,28,-244,duck
2.0932,-39,34,-252,duck
2.1508,-36,32,-245,duck
2.2081,-31,34,-244,duck
2.2658,-45,30,-244,duck
2.3232,-40,33,-245,duck
2.3807,-35,35,-247,duck
2.4382,-33,33,-248,duck
2.4959,-34,33,-244,duck
2.5533,-31,33,-246,duck
2.611,-31,32,-250,duck
2.6683,-33,36,-246,duck
2.7259,-30,34,-246,duck
2.7833,-28,35,-251,duck
2.8408,-30,34,-247,duck
2.8983,-29,33,-250,duck
2.9558,-26,36,-248,duck
3.0133,-24,36,-247,duck
0.0453,1,40,-248,duck
0.1008,6,39,-250,duck
0.1563,3,38,-248,duck
0.2115,3,41,-252,duck
0.2672,5,41,-247,duck
0.3226,3,39,-248,duck
0.3782,6,29,-242,duck
0.4345,51,43,-251,duck
0.4912,46,34,-240,duck
0.5475,54,36,-239,duck
0.6041,67,40,-248,duck
0.6605,68,37,-241,duck
0.7171,84,39,-235,duck
0.7745,114,34,-233,duck
0.8322,125,33,-227,duck
0.8894,130,29,-214,duck
0.947,132,31,-216,duck
1.0045,128,30,-220,duck
1.0619,132,27,-212,duck
1.1194,141,33,-213,duck
1.1769,136,28,-213,duck
1.2343,138,30,-212,duck
1.2918,139,31,-211,duck
1.3493,137,31,-215,duck
1.4068,126,27,-218,duck
1.4643,130,30,-215,duck
1.5217,132,30,-221,duck
1.5792,121,31,-229,duck
1.6357,90,28,-237,duck
1.6922,90,27,-232,duck
1.7486,55,29,-244,duck
1.8051,33,35,-252,duck
1.8615,13,30,-255,duck
1.918,16,33,-247,duck
1.9734,4,39,-236,duck
2.0312,-19,27,-248,duck
2.0885,-27,29,-252,duck
2.1462,-27,30,-242,duck
2.2035,-30,40,-250,duck
2.2612,-37,46,-247,duck
2.3186,-41,35,-247,duck
2.3763,-39,35,-245,duck
2.4336,-41,35,-247,duck
2.4913,-43,35,-245,duck
2.5488,-34,38,-246,duck
2.6063,-38,37,-251,duck
2.6638,-33,37,-244,duck
2.7212,-27,39,-249,duck
2.7789,-30,36,-244,duck
2.8364,-34,36,-248,duck
2.8942,-31,37,-249,duck
2.9515,-18,43,-245,duck
3.0092,-25,39,-249,duck
0.0454,13,41,-249,duck
0.1018,28,38,-249,duck
0.1572,7,36,-248,duck
0.2127,9,39,-248,duck
0.2692,11,31,-250,duck
0.3259,26,40,-250,duck
0.3824,37,42,-247,duck
0.4389,71,39,-239,duck
0.4966,102,45,-229,duck
0.5544,113,48,-233,duck
