timestamp,x,y,z
64,92,48,-230
121,79,52,-232
178,85,49,-232
235,92,51,-232
292,89,51,-234
349,83,55,-233
407,111,44,-261
464,89,-1,-254
522,90,-27,-237
580,73,-74,-189
639,94,-137,-193
697,97,-112,-193
756,99,-140,-184
815,75,-162,-162
873,77,-164,-165
932,70,-182,-155
990,72,-192,-155
1048,68,-192,-133
1106,69,-190,-140
1165,63,-208,-121
1223,63,-203,-126
1281,64,-195,-125
1340,78,-196,-144
1398,71,-189,-136
1456,83,-199,-152
1515,78,-182,-151
1573,95,-152,-156
1631,84,-173,-143
1690,129,-71,-175
1749,128,-141,-205
1807,135,-42,-248
1866,107,-91,-201
1924,128,-61,-219
1983,114,-66,-197
2041,129,-60,-217
2097,89,33,-219
2156,125,-14,-244
2212,88,21,-231
2269,71,37,-240
2325,92,60,-242
2382,81,60,-245
2438,83,62,-235
2495,82,57,-226
2551,74,61,-227
2614,82,65,-235
2664,82,63,-234
2721,80,61,-226
2777,77,65,-224
2834,74,66,-227
2891,86,70,-240
2947,78,67,-227
3004,76,67,-227
