timestamp,x,y,z
54,95,37,-234
111,95,36,-230
168,96,35,-233
225,98,38,-234
282,94,36,-231
339,95,38,-231
396,96,36,-231
452,90,35,-226
510,125,30,-231
568,139,33,-222
626,157,37,-206
684,185,19,-198
742,160,10,-175
800,191,-9,-173
860,203,-15,-134
919,236,-19,-134
977,232,-21,-91
1035,240,-19,-84
1093,258,-34,-90
1151,234,-26,-81
1209,244,-30,-97
1268,229,-28,-105
1327,238,-39,-119
1386,230,-24,-118
1445,225,-19,-126
1504,224,-13,-142
1563,204,-13,-164
1622,187,-14,-176
1679,161,6,-195
1738,155,-10,-203
1795,164,5,-211
1852,136,9,-210
1910,134,13,-212
1968,125,48,-225
2027,105,19,-224
2085,112,25,-237
2142,95,25,-229
2199,93,26,-229
2256,88,27,-239
2312,83,33,-245
2370,71,33,-241
2426,49,26,-238
2483,59,24,-255
2540,50,39,-249
2597,41,43,-253
2654,31,37,-235
2711,30,34,-249
2768,32,37,-248
2825,37,39,-252
2882,24,33,-242
2939,25,34,-254
2996,37,41,-250
