timestamp,x,y,z
43,6,35,-252
98,0,30,-249
155,-1,33,-249
210,6,36,-248
265,0,35,-250
322,-3,31,-243
378,12,26,-242
435,59,26,-249
491,93,28,-240
548,99,35,-218
605,121,34,-231
662,121,26,-227
720,130,23,-215
777,144,22,-208
835,141,23,-219
892,136,23,-215
949,140,21,-210
1007,139,22,-216
1064,134,25,-215
1122,134,26,-222
1179,121,21,-217
1237,126,23,-219
1294,124,27,-230
1352,121,38,-229
1408,79,30,-246
1464,39,25,-247
1521,46,42,-242
1576,0,29,-254
1633,-9,17,-232
1690,-28,22,-243
1748,-43,28,-246
1805,-40,30,-248
1863,-48,29,-247
1920,-46,30,-241
1978,-42,32,-243
2035,-43,28,-244
2093,-39,34,-252
2150,-36,32,-245
2208,-31,34,-244
2265,-45,30,-244
2323,-40,33,-245
2380,-35,35,-247
2438,-33,33,-248
2495,-34,33,-244
2553,-31,33,-246
2611,-31,32,-250
2668,-33,36,-246
2725,-30,34,-246
2783,-28,35,-251
2840,-30,34,-247
2898,-29,33,-250
2955,-26,36,-248
3013,-24,36,-247
