timestamp,x,y,z
63,-13,37,-249
119,-3,37,-249
177,-14,37,-246
234,-11,38,-247
292,-12,37,-247
349,-21,35,-246
406,13,39,-247
462,17,41,-252
519,42,39,-248
575,53,38,-238
631,66,42,-241
689,102,47,-250
746,101,40,-231
804,107,31,-224
861,119,31,-223
919,117,28,-228
976,118,29,-224
1033,127,31,-221
1091,127,28,-219
1148,129,27,-220
1206,128,29,-219
1263,129,24,-222
1320,131,26,-212
1378,140,23,-219
1435,144,21,-209
1492,137,19,-216
1550,153,22,-200
1607,152,18,-202
1665,153,21,-208
1722,151,20,-203
1779,151,21,-210
1837,154,21,-208
1894,134,21,-222
1951,124,23,-247
2008,75,16,-248
2064,39,22,-243
2121,22,14,-248
2177,-1,12,-253
2234,-31,18,-247
2292,-35,16,-240
2349,-59,16,-241
2407,-69,20,-242
2464,-55,16,-245
2521,-54,16,-238
2579,-47,17,-242
2636,-58,20,-247
2694,-55,17,-241
2751,-50,21,-239
2808,-54,18,-252
2866,-51,19,-241
2923,-53,22,-249
2981,-45,22,-246
