timestamp,x,y,z
58,49,60,-240
128,50,61,-241
172,46,62,-242
229,51,59,-241
286,51,59,-244
343,56,63,-260
400,64,33,-265
457,48,14,-245
515,73,-32,-229
573,75,-49,-208
631,81,-75,-222
689,90,-80,-221
748,84,-124,-201
807,83,-106,-195
865,74,-129,-196
924,70,-146,-190
983,67,-138,-189
1041,73,-136,-188
1100,80,-128,-199
1159,84,-100,-197
1218,85,-109,-205
1276,91,-70,-223
1334,103,-32,-217
1393,124,-52,-245
1451,103,-3,-230
1510,106,-16,-235
1568,102,12,-238
1625,86,12,-221
1682,110,23,-246
1739,81,41,-222
1796,88,42,-229
1853,87,60,-230
1909,79,62,-240
1967,85,73,-241
2023,79,69,-232
2080,75,67,-227
2137,78,69,-227
2194,79,69,-231
2251,73,75,-233
2308,79,71,-234
2364,78,69,-221
2421,79,75,-232
2478,75,71,-231
2535,78,74,-230
2592,78,73,-231
2648,79,73,-226
2705,80,74,-232
2762,80,73,-228
2819,76,72,-226
2876,85,75,-232
2933,82,73,-229
2990,80,70,-228
