timestamp,x,y,z
63,14,24,-248
120,14,23,-252
176,14,21,-250
233,14,25,-252
290,10,21,-252
346,15,23,-252
403,13,24,-251
460,11,23,-251
517,14,21,-249
573,14,22,-252
630,10,23,-251
687,13,22,-249
744,14,24,-252
800,12,23,-251
857,12,22,-251
914,13,24,-251
971,13,21,-247
1028,13,24,-255
1084,15,24,-250
1141,15,22,-252
1198,14,22,-254
1255,13,23,-249
1311,13,21,-250
1368,17,24,-249
1425,14,24,-249
1482,14,21,-249
1539,15,24,-250
1595,15,22,-248
1652,15,23,-253
1709,13,21,-247
1766,13,22,-255
1822,14,24,-251
1879,15,23,-250
1936,15,21,-250
1993,14,21,-251
2050,15,23,-248
2106,12,26,-252
2163,15,23,-251
2220,15,22,-253
2277,14,22,-250
2333,15,24,-252
2390,13,23,-247
2447,13,25,-252
2504,15,24,-251
2560,15,24,-251
2617,16,23,-247
2674,14,23,-253
2731,16,25,-250
2788,13,23,-250
2845,17,25,-252
2901,14,24,-252
2958,15,22,-252
