timestamp,x,y,z
60,-31,48,-244
117,-35,49,-244
175,-31,48,-244
232,-34,49,-245
289,-36,47,-245
347,-24,44,-241
404,-21,46,-245
459,2,48,-251
514,8,46,-255
570,25,43,-241
627,44,43,-241
683,56,40,-250
739,63,41,-239
795,64,38,-238
851,78,37,-240
908,87,32,-234
964,97,34,-235
1021,103,36,-233
1078,110,35,-227
1136,117,36,-224
1193,119,30,-222
1250,125,33,-218
1307,131,35,-220
1365,135,33,-215
1422,131,33,-214
1479,139,35,-219
1537,135,34,-213
1594,135,35,-215
1651,130,32,-217
1708,118,36,-221
1766,127,33,-221
1823,125,36,-224
1880,116,36,-227
1938,104,34,-244
1994,84,44,-235
2050,61,44,-238
2106,33,43,-248
2162,39,40,-247
2219,-1,34,-245
2275,-5,34,-246
2332,-14,35,-247
2389,-37,32,-244
2447,-34,33,-249
2504,-34,27,-240
2561,-44,28,-238
2618,-31,34,-236
2676,-35,35,-245
2733,-28,37,-245
2790,-28,30,-244
2847,-26,36,-240
2905,-31,33,-250
2962,-31,34,-247
