timestamp,x,y,z
72,90,79,-224
129,90,79,-223
186,91,79,-225
243,88,79,-225
299,90,82,-229
356,92,76,-224
414,107,67,-257
472,136,47,-265
530,142,-29,-264
588,78,-71,-128
645,49,-187,-80
703,82,-177,-129
762,96,-218,-136
819,56,-212,-93
877,76,-202,-114
936,91,-202,-140
994,81,-205,-125
1052,76,-199,-119
1111,75,-207,-118
1169,77,-199,-124
1227,86,-151,-105
1287,113,-191,-168
1345,116,-55,-215
1404,142,-140,-205
1463,160,-53,-231
1521,126,-73,-186
1580,135,-36,-218
1637,117,-9,-193
1696,135,-11,-243
1753,108,21,-221
1811,104,32,-221
1868,110,59,-242
1925,91,68,-240
1982,100,70,-236
2039,70,70,-209
2095,87,76,-226
2152,89,83,-233
2209,85,85,-233
2265,83,79,-215
2322,85,80,-220
2378,95,83,-237
2435,88,76,-220
2491,85,79,-213
2548,88,81,-224
2605,99,85,-235
2661,89,78,-221
2718,85,76,-211
2774,99,84,-226
2831,94,81,-234
2888,96,79,-222
2944,93,77,-214
3001,96,74,-226
