timestamp,x,y,z
67,6,25,-251
123,9,26,-251
178,6,25,-250
233,5,25,-253
289,6,26,-248
344,0,24,-247
400,19,21,-242
457,68,31,-249
513,93,32,-238
571,110,32,-224
628,110,33,-233
685,111,31,-234
743,120,22,-217
800,128,27,-216
858,136,26,-217
915,150,22,-204
973,151,19,-207
1030,146,17,-209
1087,156,21,-204
1145,159,18,-201
1202,150,15,-205
1260,157,17,-202
1317,160,18,-200
1374,156,20,-204
1432,125,18,-225
1489,124,19,-221
1546,110,21,-220
1604,116,27,-244
1660,74,28,-241
1717,45,32,-246
1773,26,27,-253
1829,-2,21,-247
1887,-25,21,-250
1944,-17,20,-241
2002,-25,18,-246
2059,-27,16,-238
2116,-39,3,-236
2173,-40,34,-261
2230,-43,39,-257
2288,-45,27,-236
2345,-46,22,-247
2403,-36,25,-249
2460,-30,22,-242
2518,-32,25,-251
2575,-38,22,-249
2633,-30,27,-246
2690,-36,27,-248
2747,-32,24,-248
2805,-27,26,-249
2862,-29,26,-246
2920,-27,25,-250
2977,-30,26,-251
