timestamp,x,y,z
50,1,16,-252
106,2,19,-250
161,2,20,-251
216,2,16,-251
271,4,20,-251
326,1,18,-249
381,3,19,-253
436,3,18,-247
492,1,16,-252
548,-7,18,-243
604,41,18,-251
660,38,17,-243
717,36,21,-245
773,43,20,-250
829,68,19,-243
885,87,24,-243
942,98,21,-238
999,110,22,-231
1057,101,18,-231
1114,111,19,-230
1172,116,22,-230
1229,106,23,-230
1285,93,19,-234
1342,66,19,-243
1398,47,29,-248
1454,32,20,-246
1511,24,19,-243
1567,-1,12,-250
1624,-11,15,-249
1682,-18,21,-255
1739,-31,19,-241
1797,-58,12,-244
1854,-46,18,-249
1911,-47,21,-244
1969,-62,17,-238
2026,-63,17,-244
2084,-55,20,-241
2141,-54,23,-243
2198,-53,21,-242
2256,-56,21,-246
2313,-50,23,-247
2370,-48,20,-243
2428,-47,22,-245
2485,-53,23,-243
2542,-44,20,-246
2600,-46,22,-245
2657,-40,23,-243
2715,-45,25,-243
2772,-41,28,-259
2829,-33,20,-233
2887,-49,21,-245
2944,-40,27,-249
3001,-39,25,-247
