timestamp,x,y,z
27,1,102,-230
82,0,97,-237
138,0,98,-238
194,1,96,-236
249,0,97,-235
306,1,105,-240
361,0,97,-236
417,1,96,-234
473,0,96,-236
529,1,95,-235
584,2,95,-232
640,0,93,-240
696,0,93,-237
751,0,95,-235
809,255,90,-238
865,0,94,-237
920,1,86,-234
976,1,87,-240
1032,0,90,-241
1088,-1,88,-240
1145,-9,78,-236
1202,-3,83,-242
1257,0,81,-240
1314,-2,79,-238
1371,-1,80,-239
1426,0,80,-240
1483,-2,79,-239
1539,0,80,-243
1595,-1,81,-239
1652,-5,86,-252
1708,0,82,-239
1763,1,82,-239
1820,-7,83,-241
1876,1,81,-240
1931,0,82,-244
1988,-1,80,-238
2044,0,81,-241
2099,0,82,-242
2155,0,81,-240
2211,0,80,-240
2267,-1,80,-239
2323,1,82,-241
2379,0,81,-238
2435,-2,81,-241
2491,0,80,-241
2547,0,84,-239
2602,1,80,-240
2658,0,82,-239
2714,2,81,-240
2769,0,80,-241
2825,1,81,-240
2881,1,81,-239
2936,0,80,-241
2992,1,81,-240
