timestamp,x,y,z
69,-4,42,-252
125,-1,38,-242
183,-15,39,-249
239,-5,43,-248
295,-5,40,-244
352,-9,42,-246
409,-11,41,-246
465,14,41,-258
522,69,42,-238
578,94,44,-229
635,119,50,-228
692,113,49,-229
750,112,48,-227
807,118,47,-217
864,131,37,-220
922,136,40,-210
979,147,42,-210
1036,149,42,-195
1093,148,41,-206
1151,149,42,-205
1208,155,42,-203
1265,153,43,-199
1322,157,43,-200
1380,156,43,-198
1437,152,45,-201
1494,152,43,-200
1552,153,45,-206
1609,156,43,-198
1666,151,47,-202
1723,149,47,-201
1781,140,46,-208
1838,122,39,-220
1895,103,42,-220
1952,82,44,-243
2008,46,50,-243
2064,28,50,-258
2120,13,41,-248
2178,-11,40,-248
2235,-15,43,-243
2291,-9,44,-240
2348,-29,48,-251
2406,-27,49,-247
2463,-24,47,-242
2520,-36,45,-244
2578,-38,27,-239
2635,-32,52,-250
2692,-35,54,-250
2750,-39,49,-240
2807,-39,49,-243
2864,-28,51,-250
2922,-27,52,-241
2979,-26,51,-243
